City,District,Date,Time,Temperature,Humidity,Precipitation,WindSpeed,Conditions,Icon,Exact Location
Ho Chi Minh City,Quan 1,2024-08-17,23:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Quận 1, Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,00:00:00,29.0,74.46,0.0,7.6,Partially cloudy,partly-cloudy-night,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,01:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,02:00:00,27.0,88.83,0.0,5.4,Overcast,cloudy,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,03:00:00,27.0,88.83,0.0,7.6,Partially cloudy,partly-cloudy-night,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,04:00:00,28.0,78.91,0.0,3.6,Partially cloudy,partly-cloudy-night,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,05:00:00,28.0,83.78,0.0,13.0,Partially cloudy,partly-cloudy-night,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,06:00:00,28.0,83.78,0.0,7.6,Partially cloudy,partly-cloudy-day,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,07:00:00,28.0,83.78,0.0,11.2,Partially cloudy,partly-cloudy-day,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,08:00:00,30.0,74.62,0.0,11.2,Partially cloudy,partly-cloudy-day,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,09:00:00,31.0,70.47,0.0,14.8,Partially cloudy,partly-cloudy-day,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,10:00:00,32.0,66.57,0.0,13.0,Partially cloudy,partly-cloudy-day,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,11:00:00,33.0,62.92,0.0,11.2,Partially cloudy,partly-cloudy-day,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,12:00:00,34.0,56.03,0.0,9.4,Partially cloudy,partly-cloudy-day,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,13:00:00,34.0,56.03,0.1,9.4,"Rain, Partially cloudy",rain,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,14:00:00,34.0,52.75,0.3,5.4,"Rain, Partially cloudy",rain,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,15:00:00,32.0,70.65,0.6,20.5,"Rain, Overcast",rain,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,16:00:00,31.0,66.37,1.2,11.2,"Rain, Partially cloudy",rain,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,17:00:00,32.0,62.7,1.4,5.4,"Rain, Partially cloudy",rain,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,18:00:00,27.0,88.83,0.5,11.2,"Rain, Partially cloudy",rain,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,19:00:00,26.0,88.75,0.1,5.4,"Rain, Partially cloudy",rain,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,20:00:00,26.0,94.23,0.0,7.6,Partially cloudy,partly-cloudy-night,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,21:00:00,27.0,88.83,0.0,5.4,Overcast,cloudy,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,22:00:00,28.0,83.78,0.0,7.6,Partially cloudy,partly-cloudy-night,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 2,2024-08-17,23:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Đường 2, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,00:00:00,29.0,74.46,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,01:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,02:00:00,27.0,88.83,0.0,5.4,Overcast,cloudy,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,03:00:00,27.0,88.83,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,04:00:00,28.0,78.91,0.0,3.6,Partially cloudy,partly-cloudy-night,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,05:00:00,28.0,83.78,0.0,13.0,Partially cloudy,partly-cloudy-night,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,06:00:00,28.0,83.78,0.0,7.6,Partially cloudy,partly-cloudy-day,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,07:00:00,28.0,83.78,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,08:00:00,30.0,74.62,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,09:00:00,31.0,70.47,0.0,14.8,Partially cloudy,partly-cloudy-day,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,10:00:00,32.0,66.57,0.0,13.0,Partially cloudy,partly-cloudy-day,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,11:00:00,33.0,62.92,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,12:00:00,34.0,56.03,0.0,9.4,Partially cloudy,partly-cloudy-day,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,13:00:00,34.0,56.03,0.1,9.4,"Rain, Partially cloudy",rain,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,14:00:00,34.0,52.75,0.3,5.4,"Rain, Partially cloudy",rain,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,15:00:00,32.0,70.65,0.6,20.5,"Rain, Overcast",rain,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,16:00:00,31.0,66.37,1.2,11.2,"Rain, Partially cloudy",rain,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,17:00:00,32.0,62.7,1.4,5.4,"Rain, Partially cloudy",rain,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,18:00:00,27.0,88.83,0.5,11.2,"Rain, Partially cloudy",rain,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,19:00:00,26.0,88.75,0.1,5.4,"Rain, Partially cloudy",rain,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,20:00:00,26.0,94.23,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,21:00:00,27.0,88.83,0.0,5.4,Overcast,cloudy,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,22:00:00,28.0,83.78,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 3,2024-08-17,23:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Quận 3, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,00:00:00,29.0,74.46,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,01:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,02:00:00,27.0,88.83,0.0,5.4,Overcast,cloudy,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,03:00:00,27.0,88.83,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,04:00:00,28.0,78.91,0.0,3.6,Partially cloudy,partly-cloudy-night,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,05:00:00,28.0,83.78,0.0,13.0,Partially cloudy,partly-cloudy-night,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,06:00:00,28.0,83.78,0.0,7.6,Partially cloudy,partly-cloudy-day,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,07:00:00,28.0,83.78,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,08:00:00,30.0,74.62,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,09:00:00,31.0,70.47,0.0,14.8,Partially cloudy,partly-cloudy-day,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,10:00:00,32.0,66.57,0.0,13.0,Partially cloudy,partly-cloudy-day,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,11:00:00,33.0,62.92,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,12:00:00,34.0,56.03,0.0,9.4,Partially cloudy,partly-cloudy-day,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,13:00:00,34.0,56.03,0.1,9.4,"Rain, Partially cloudy",rain,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,14:00:00,34.0,52.75,0.3,5.4,"Rain, Partially cloudy",rain,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,15:00:00,32.0,70.65,0.6,20.5,"Rain, Overcast",rain,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,16:00:00,31.0,66.37,1.2,11.2,"Rain, Partially cloudy",rain,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,17:00:00,32.0,62.7,1.4,5.4,"Rain, Partially cloudy",rain,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,18:00:00,27.0,88.83,0.5,11.2,"Rain, Partially cloudy",rain,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,19:00:00,26.0,88.75,0.1,5.4,"Rain, Partially cloudy",rain,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,20:00:00,26.0,94.23,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,21:00:00,27.0,88.83,0.0,5.4,Overcast,cloudy,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,22:00:00,28.0,83.78,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 4,2024-08-17,23:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Quận 4, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,00:00:00,29.0,74.46,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,01:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,02:00:00,27.0,88.83,0.0,5.4,Overcast,cloudy,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,03:00:00,27.0,88.83,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,04:00:00,28.0,78.91,0.0,3.6,Partially cloudy,partly-cloudy-night,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,05:00:00,28.0,83.78,0.0,13.0,Partially cloudy,partly-cloudy-night,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,06:00:00,28.0,83.78,0.0,7.6,Partially cloudy,partly-cloudy-day,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,07:00:00,28.0,83.78,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,08:00:00,30.0,74.62,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,09:00:00,31.0,70.47,0.0,14.8,Partially cloudy,partly-cloudy-day,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,10:00:00,32.0,66.57,0.0,13.0,Partially cloudy,partly-cloudy-day,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,11:00:00,33.0,62.92,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,12:00:00,34.0,56.03,0.0,9.4,Partially cloudy,partly-cloudy-day,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,13:00:00,34.0,56.03,0.1,9.4,"Rain, Partially cloudy",rain,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,14:00:00,34.0,52.75,0.3,5.4,"Rain, Partially cloudy",rain,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,15:00:00,32.0,70.65,0.6,20.5,"Rain, Overcast",rain,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,16:00:00,31.0,66.37,1.2,11.2,"Rain, Partially cloudy",rain,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,17:00:00,32.0,62.7,1.4,5.4,"Rain, Partially cloudy",rain,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,18:00:00,27.0,88.83,0.5,11.2,"Rain, Partially cloudy",rain,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,19:00:00,26.0,88.75,0.1,5.4,"Rain, Partially cloudy",rain,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,20:00:00,26.0,94.23,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,21:00:00,27.0,88.83,0.0,5.4,Overcast,cloudy,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,22:00:00,28.0,83.78,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 5,2024-08-17,23:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Quận 5, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,00:00:00,29.0,74.46,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,01:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,02:00:00,27.0,88.83,0.0,5.4,Overcast,cloudy,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,03:00:00,27.0,88.83,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,04:00:00,28.0,78.91,0.0,3.6,Partially cloudy,partly-cloudy-night,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,05:00:00,28.0,83.78,0.0,13.0,Partially cloudy,partly-cloudy-night,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,06:00:00,28.0,83.78,0.0,7.6,Partially cloudy,partly-cloudy-day,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,07:00:00,28.0,83.78,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,08:00:00,30.0,74.62,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,09:00:00,31.0,70.47,0.0,14.8,Partially cloudy,partly-cloudy-day,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,10:00:00,31.9,66.57,0.0,13.0,Partially cloudy,partly-cloudy-day,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,11:00:00,33.0,62.92,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,12:00:00,34.0,56.03,0.0,9.4,Partially cloudy,partly-cloudy-day,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,13:00:00,34.0,56.03,0.1,9.4,"Rain, Partially cloudy",rain,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,14:00:00,34.0,52.75,0.3,5.4,"Rain, Partially cloudy",rain,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,15:00:00,31.9,70.65,0.6,20.5,"Rain, Overcast",rain,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,16:00:00,31.0,66.37,1.2,11.2,"Rain, Partially cloudy",rain,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,17:00:00,31.9,62.7,1.4,5.4,"Rain, Partially cloudy",rain,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,18:00:00,27.0,88.83,0.5,11.2,"Rain, Partially cloudy",rain,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,19:00:00,26.0,88.75,0.1,5.4,"Rain, Partially cloudy",rain,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,20:00:00,26.0,94.23,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,21:00:00,27.0,88.83,0.0,5.4,Overcast,cloudy,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,22:00:00,28.0,83.78,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 6,2024-08-17,23:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Quận 6, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,00:00:00,29.0,74.46,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,01:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,02:00:00,27.0,88.83,0.0,5.4,Overcast,cloudy,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,03:00:00,27.0,88.83,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,04:00:00,28.0,78.91,0.0,3.6,Partially cloudy,partly-cloudy-night,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,05:00:00,28.0,83.78,0.0,13.0,Partially cloudy,partly-cloudy-night,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,06:00:00,28.0,83.78,0.0,7.6,Partially cloudy,partly-cloudy-day,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,07:00:00,28.0,83.78,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,08:00:00,30.0,74.62,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,09:00:00,31.0,70.47,0.0,14.8,Partially cloudy,partly-cloudy-day,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,10:00:00,32.0,66.57,0.0,13.0,Partially cloudy,partly-cloudy-day,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,11:00:00,33.0,62.92,0.0,11.2,Partially cloudy,partly-cloudy-day,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,12:00:00,34.0,56.03,0.0,9.4,Partially cloudy,partly-cloudy-day,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,13:00:00,34.0,56.03,0.1,9.4,"Rain, Partially cloudy",rain,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,14:00:00,34.0,52.75,0.3,5.4,"Rain, Partially cloudy",rain,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,15:00:00,32.0,70.65,0.6,20.5,"Rain, Overcast",rain,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,16:00:00,31.0,66.37,1.2,11.2,"Rain, Partially cloudy",rain,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,17:00:00,32.0,62.7,1.4,5.4,"Rain, Partially cloudy",rain,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,18:00:00,27.0,88.83,0.5,11.2,"Rain, Partially cloudy",rain,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,19:00:00,26.0,88.75,0.1,5.4,"Rain, Partially cloudy",rain,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,20:00:00,26.0,94.23,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,21:00:00,27.0,88.83,0.0,5.4,Overcast,cloudy,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,22:00:00,28.0,83.78,0.0,7.6,Partially cloudy,partly-cloudy-night,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 7,2024-08-17,23:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Quận 7, Việt Nam"
Ho Chi Minh City,Quan 8,2024-08-17,00:00:00,29.0,74.46,0.0,7.6,Partially cloudy,partly-cloudy-night,"Đường 8, 72909 Hồ Chí Minh, Việt Nam"
Ho Chi Minh City,Quan 8,2024-08-17,01:00:00,27.0,88.83,0.0,5.4,Partially cloudy,partly-cloudy-night,"Đường 8, 72909 Hồ Chí Minh, Việt Nam"
